zip,primary_city,state,lon,lat
1503,Berlin,MA,-71.842,42.313
1504,Blackstone,MA,-71.8,42.114
1505,Boylston,MA,-71.943,42.3
1506,Brookfield,MA,-72.105,42.192
1507,Charlton,MA,-71.973,42.133
1508,Charlton City,MA,-72.079,42.11
1509,Charlton Depot,MA,-71.897,42.365
1510,Clinton,MA,-71.688,42.414
1515,East Brookfield,MA,-72.05,42.205
1516,Douglas,MA,-71.891,42.113
1517,East Princeton,MA,-71.897,42.365
1518,Fiskdale,MA,-72.114,42.106
1519,Grafton,MA,-71.683,42.204
1520,Holden,MA,-71.845,42.337
1521,Holland,MA,-72.164,42.061
1522,Jefferson,MA,-71.795,42.265
1523,Lancaster,MA,-71.912,42.427
1524,Leicester,MA,-72.012,42.238
1525,Linwood,MA,-71.897,42.365
1526,Manchaug,MA,-71.897,42.365
1527,Millbury,MA,-71.82,42.256
1529,Millville,MA,-71.847,42.125
1531,New Braintree,MA,-72.129,42.321
1532,Northborough,MA,-71.643,42.322
1534,Northbridge,MA,-71.857,42.207
1535,North Brookfield,MA,-72.089,42.275
1536,North Grafton,MA,-71.86,42.408
1537,North Oxford,MA,-71.891,42.166
1538,North Uxbridge,MA,-71.897,42.365
1540,Oxford,MA,-71.855,42.109
1541,Princeton,MA,-71.88,42.452
1542,Rochdale,MA,-71.914,42.22
1543,Rutland,MA,-71.955,42.384
1545,Shrewsbury,MA,-71.715,42.287
1546,Shrewsbury,MA,-71.897,42.365
1550,Southbridge,MA,-72.031,42.129
1560,South Grafton,MA,-71.682,42.177
1561,South Lancaster,MA,-71.686,42.444
1562,Spencer,MA,-72.066,42.255
1564,Sterling,MA,-71.939,42.367
1566,Sturbridge,MA,-72.081,42.103
1568,Upton,MA,-71.603,42.176
1569,Uxbridge,MA,-71.638,42.06
1570,Webster,MA,-71.994,42.135
1571,Dudley,MA,-71.937,42.059
1580,Westborough,MA,-71.897,42.365
1581,Westborough,MA,-71.846,42.255
1582,Westborough,MA,-71.897,42.365
1583,West Boylston,MA,-71.781,42.363
1585,West Brookfield,MA,-72.173,42.236
1586,West Millbury,MA,-71.897,42.365
1588,Whitinsville,MA,-71.899,42.167
1590,Sutton,MA,-71.755,42.127
1601,Worcester,MA,-71.879,42.265
1602,Worcester,MA,-71.847,42.275
1603,Worcester,MA,-71.839,42.245
1604,Worcester,MA,-71.767,42.248
1605,Worcester,MA,-71.796,42.289
1606,Worcester,MA,-71.794,42.312
1607,Worcester,MA,-71.793,42.226
1608,Worcester,MA,-71.926,42.294
1609,Worcester,MA,-71.828,42.283
1610,Worcester,MA,-71.809,42.246
1611,Cherry Valley,MA,-71.879,42.239
1612,Paxton,MA,-71.893,42.305
1613,Worcester,MA,-71.802,42.293
1614,Worcester,MA,-71.897,42.365
1615,Worcester,MA,-71.897,42.365
1653,Worcester,MA,-71.897,42.365
1654,Worcester,MA,-71.897,42.365
1655,Worcester,MA,-71.897,42.365
1701,Framingham,MA,-71.459,42.446
1702,Framingham,MA,-71.459,42.446
1703,Framingham,MA,-71.459,42.446
1704,Framingham,MA,-71.459,42.446
1705,Framingham,MA,-71.459,42.446
1718,Village Of Nagog Woods,MA,-71.459,42.446
1719,Boxborough,MA,-71.459,42.446
1720,Acton,MA,-71.459,42.446
1721,Ashland,MA,-71.459,42.446
1730,Bedford,MA,-71.459,42.446
1731,Hanscom Afb,MA,-71.459,42.446
1740,Bolton,MA,-71.606,42.436
1741,Carlisle,MA,-71.459,42.446
1742,Concord,MA,-71.459,42.446
1745,Fayville,MA,-71.503,42.293
1746,Holliston,MA,-71.459,42.446
1747,Hopedale,MA,-71.533,42.128
1748,Hopkinton,MA,-71.459,42.446
1749,Hudson,MA,-71.459,42.446
1752,Marlborough,MA,-71.459,42.446
1754,Maynard,MA,-71.459,42.446
1756,Mendon,MA,-71.547,42.1
1757,Milford,MA,-71.528,42.147
1760,Natick,MA,-71.459,42.446
1770,Sherborn,MA,-71.459,42.446
1772,Southborough,MA,-71.533,42.297
1773,Lincoln,MA,-71.459,42.446
1775,Stow,MA,-71.459,42.446
1776,Sudbury,MA,-71.459,42.446
1778,Wayland,MA,-71.459,42.446
1784,Woodville,MA,-71.459,42.446
1801,Woburn,MA,-71.157,42.489
1803,Burlington,MA,-71.202,42.505
1805,Burlington,MA,-71.459,42.446
1806,Woburn,MA,-71.459,42.446
1807,Woburn,MA,-71.459,42.446
1808,Woburn,MA,-71.459,42.446
1810,Andover,MA,-71.166,42.648
1812,Andover,MA,-71.184,42.647
1813,Woburn,MA,-71.459,42.446
1815,Woburn,MA,-71.459,42.446
1821,Billerica,MA,-71.459,42.446
1822,Billerica,MA,-71.459,42.446
1824,Chelmsford,MA,-71.459,42.446
1826,Dracut,MA,-71.459,42.446
1827,Dunstable,MA,-71.459,42.446
1830,Haverhill,MA,-71.073,42.793
1831,Haverhill,MA,-71.122,42.771
1832,Haverhill,MA,-71.127,42.79
1833,Georgetown,MA,-70.981,42.724
1834,Groveland,MA,-71.021,42.751
1835,Haverhill,MA,-71.084,42.753
1840,Lawrence,MA,-71.161,42.707
1841,Lawrence,MA,-71.164,42.71
1842,Lawrence,MA,-70.879,42.635
1843,Lawrence,MA,-71.088,42.71
1844,Methuen,MA,-71.187,42.732
1845,North Andover,MA,-71.088,42.673
1850,Lowell,MA,-71.459,42.446
1851,Lowell,MA,-71.459,42.446
1852,Lowell,MA,-71.459,42.446
1853,Lowell,MA,-71.459,42.446
1854,Lowell,MA,-71.459,42.446
1860,Merrimac,MA,-71.09,42.802
1862,North Billerica,MA,-71.459,42.446
1863,North Chelmsford,MA,-71.459,42.446
1864,North Reading,MA,-71.084,42.581
1865,Nutting Lake,MA,-71.459,42.446
1866,Pinehurst,MA,-71.459,42.446
1867,Reading,MA,-71.107,42.537
1876,Tewksbury,MA,-71.459,42.446
1879,Tyngsboro,MA,-71.459,42.446
1880,Wakefield,MA,-71.069,42.5
1885,West Boxford,MA,-70.879,42.635
1886,Westford,MA,-71.459,42.446
1887,Wilmington,MA,-71.174,42.562
1888,Woburn,MA,-71.459,42.446
1889,North Reading,MA,-71.11,42.572
1890,Winchester,MA,-71.149,42.455
1899,Andover,MA,-70.879,42.635
1901,Lynn,MA,-70.947,42.461
1902,Lynn,MA,-70.929,42.473
1903,Lynn,MA,-70.879,42.635
1904,Lynn,MA,-70.965,42.489
1905,Lynn,MA,-70.973,42.469
1906,Saugus,MA,-70.998,42.472
1907,Swampscott,MA,-70.906,42.513
1908,Nahant,MA,-70.922,42.427
1910,Lynn,MA,-70.975,42.455
1913,Amesbury,MA,-70.948,42.854
1915,Beverly,MA,-70.854,42.565
1921,Boxford,MA,-71.017,42.683
1922,Byfield,MA,-70.928,42.763
1923,Danvers,MA,-70.949,42.577
1929,Essex,MA,-70.781,42.628
1930,Gloucester,MA,-70.694,42.63
1931,Gloucester,MA,-70.879,42.635
1936,Hamilton,MA,-70.879,42.635
1937,Hathorne,MA,-70.879,42.635
1938,Ipswich,MA,-70.864,42.686
1940,Lynnfield,MA,-71.029,42.534
1944,Manchester,MA,-70.755,42.58
1945,Marblehead,MA,-70.771,42.561
1949,Middleton,MA,-71.088,42.645
1950,Newburyport,MA,-70.873,42.81
1951,Newbury,MA,-70.867,42.778
1952,Salisbury,MA,-70.866,42.851
1960,Peabody,MA,-70.974,42.537
1961,Peabody,MA,-70.879,42.635
1965,Prides Crossing,MA,-70.826,42.558
1966,Rockport,MA,-70.618,42.658
1969,Rowley,MA,-70.893,42.716
1970,Salem,MA,-70.904,42.513
1971,Salem,MA,-70.879,42.635
1982,South Hamilton,MA,-70.851,42.627
1983,Topsfield,MA,-70.954,42.662
1984,Wenham,MA,-70.873,42.598
1985,West Newbury,MA,-70.971,42.794
2018,Accord,MA,-70.701,41.97
2019,Bellingham,MA,-71.47,42.077
2020,Brant Rock,MA,-70.644,42.082
2021,Canton,MA,-71.121,42.179
2025,Cohasset,MA,-70.816,42.234
2026,Dedham,MA,-71.181,42.245
2027,Dedham,MA,-71.089,42.18
2030,Dover,MA,-71.283,42.236
2031,East Mansfield,MA,-71.201,41.999
2032,East Walpole,MA,-71.215,42.154
2035,Foxboro,MA,-71.236,42.062
2038,Franklin,MA,-71.405,42.089
2040,Greenbush,MA,-70.701,41.97
2041,Green Harbor,MA,-70.649,42.07
2043,Hingham,MA,-70.885,42.212
2044,Hingham,MA,-70.701,41.97
2045,Hull,MA,-70.874,42.284
2047,Humarock,MA,-70.694,42.143
2048,Mansfield,MA,-71.218,42.013
2050,Marshfield,MA,-70.711,42.112
2051,Marshfield Hills,MA,-70.734,42.151
2052,Medfield,MA,-71.31,42.181
2053,Medway,MA,-71.428,42.156
2054,Millis,MA,-71.361,42.165
2055,Minot,MA,-70.701,41.97
2056,Norfolk,MA,-71.332,42.118
2059,North Marshfield,MA,-70.701,41.97
2060,North Scituate,MA,-70.701,41.97
2061,Norwell,MA,-70.823,42.154
2062,Norwood,MA,-71.196,42.183
2065,Ocean Bluff,MA,-70.652,42.097
2066,Scituate,MA,-70.77,42.207
2067,Sharon,MA,-71.185,42.105
2070,Sheldonville,MA,-71.089,42.18
2071,South Walpole,MA,-71.271,42.1
2072,Stoughton,MA,-71.106,42.118
2081,Walpole,MA,-71.256,42.149
2090,Westwood,MA,-71.199,42.221
2093,Wrentham,MA,-71.371,42.054
2108,Boston,MA,-71.102,42.354
2109,Boston,MA,-71.054,42.36
2110,Boston,MA,-71.051,42.353
2111,Boston,MA,-71.059,42.351
2112,Boston,MA,-70.92,42.339
2113,Boston,MA,-71.055,42.365
2114,Boston,MA,-71.024,42.362
2115,Boston,MA,-71.097,42.342
2116,Boston,MA,-71.086,42.347
2117,Boston,MA,-70.92,42.339
2118,Boston,MA,-71.073,42.336
2119,Roxbury,MA,-71.085,42.323
2120,Roxbury Crossing,MA,-71.096,42.332
2121,Dorchester,MA,-71.082,42.307
2122,Dorchester,MA,-71.055,42.297
2123,Boston,MA,-70.92,42.339
2124,Dorchester Center,MA,-71.071,42.287
2125,Dorchester,MA,-71.067,42.315
2126,Mattapan,MA,-71.105,42.301
2127,Boston,MA,-71.02,42.329
2128,Boston,MA,-71.026,42.364
2129,Charlestown,MA,-71.065,42.383
2130,Jamaica Plain,MA,-71.121,42.31
2131,Roslindale,MA,-71.121,42.284
2132,West Roxbury,MA,-71.156,42.278
2133,Boston,MA,-70.92,42.339
2134,Allston,MA,-71.113,42.357
2135,Brighton,MA,-71.105,42.35
2136,Hyde Park,MA,-71.129,42.254
2137,Readville,MA,-70.92,42.339
2138,Cambridge,MA,-71.133,42.38
2139,Cambridge,MA,-71.102,42.365
2140,Cambridge,MA,-71.134,42.393
2141,Cambridge,MA,-71.084,42.369
2142,Cambridge,MA,-71.085,42.363
2143,Somerville,MA,-71.099,42.381
2144,Somerville,MA,-71.12,42.403
2145,Somerville,MA,-71.095,42.391
2148,Malden,MA,-71.085,42.437
2149,Everett,MA,-71.051,42.407
2150,Chelsea,MA,-71.039,42.378
2151,Revere,MA,-71.02,42.366
2152,Winthrop,MA,-70.982,42.378
2153,Medford,MA,-71.459,42.446
2155,Medford,MA,-71.109,42.422
2156,West Medford,MA,-71.459,42.446
2163,Boston,MA,-71.112,42.325
2169,Quincy,MA,-71.006,42.242
2170,Quincy,MA,-71.017,42.267
2171,Quincy,MA,-71.014,42.285
2176,Melrose,MA,-71.053,42.459
2180,Stoneham,MA,-71.098,42.475
2184,Braintree,MA,-71.005,42.202
2185,Braintree,MA,-71.089,42.18
2186,Milton,MA,-71.078,42.241
2187,Milton Village,MA,-71.089,42.18
2188,Weymouth,MA,-70.955,42.208
2189,East Weymouth,MA,-70.932,42.211
2190,South Weymouth,MA,-70.951,42.168
2191,North Weymouth,MA,-70.945,42.251
2196,Boston,MA,-70.92,42.339
2199,Boston,MA,-71.082,42.347
2201,Boston,MA,-70.92,42.339
2203,Boston,MA,-71.06,42.361
2204,Boston,MA,-70.92,42.339
2205,Boston,MA,-71.054,42.35
2206,Boston,MA,-70.92,42.339
2207,Boston,MA,-70.92,42.339
2210,Boston,MA,-71.041,42.348
2211,Boston,MA,-70.92,42.339
2212,Boston,MA,-71.459,42.446
2215,Boston,MA,-71.108,42.345
2216,Boston,MA,-70.92,42.339
2217,Boston,MA,-70.92,42.339
2222,Boston,MA,-71.063,42.364
2228,East Boston,MA,42.35,-71.06
2238,Cambridge,MA,-71.459,42.446
